Center Name,Legal Name,Building,Street,Borough,ZipCode,address,status,street,borough,zip,cb,cwz,latitude,longitude,bbl,Phone,Permit Number,Permit Expiration,Status,Age Range,Maximum Capacity,Day Care ID,Program Type,Facility Type,Child Care Type,Building Identification Number,URL,Date Permitted,Actual,Violation Rate Percent,Average Violation Rate Percent,Total Educational Workers,Average Total Educational Workers,Public Health Hazard Violation Rate,Average Public Health Hazard Violation Rate,Critical Violation Rate,Average Critical Violation Rate,index_age,indextype,index
BAY ONE PRESCHOOL LLC,BAY ONE PRESCHOOL LLC,7106,3 AVENUE,BROOKLYN,11209,"7106 3 AVENUE,BROOKLYN 11209",OK,7106 3 AVENUE,BROOKLYN,11209,310,BK4,40.634069,-74.026741,3058900040,347-603-6129,104004,4/21/2025,Permitted,2 YEARS - 5 YEARS,60,DC33422,PRESCHOOL,GDC,Child Care - Pre School,3146507,,4/21/2017,Y,0,21.905,9,11.9769,0,6.1285,0,18.9541,5,1,17
BAY RIDGE AVE. CHILD CARE CENTER (I/T),"BAY RIDGE AVE. CHILD CARE CENTER, INC.",1206,BAY RIDGE AVENUE,BROOKLYN,11219,"1206 BAY RIDGE AVENUE,BROOKLYN 11219",OK,1206 BAY RIDGE AVENUE,BROOKLYN,11219,310,BK4,40.624724,-74.005602,3061550009,718-680-3544,6654,3/2/2025,Permitted,0 YEARS - 2 YEARS,7,DC956,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3156435,,3/9/2005,N,20,17.4391,5,8.4034,0,4.9984,20,15.3835,6,2,34
BAY RIDGE AVE. CHILD CARE CENTER -P/S,"BAY RIDGE AVE. CHILD CARE CENTER, INC.",1206,BAY RIDGE AVENUE,BROOKLYN,11219,"1206 BAY RIDGE AVENUE,BROOKLYN 11219",OK,1206 BAY RIDGE AVENUE,BROOKLYN,11219,310,BK4,40.624724,-74.005602,3061550009,718-680-3544,6655,3/2/2025,Permitted,2 YEARS - 5 YEARS,15,DC12226,PRESCHOOL,GDC,Child Care - Pre School,3156435,,3/9/2005,N,0,21.905,3,11.9769,0,6.1285,0,18.9541,5,1,17
BAYBEE LOUNGE DAYCARE CORP.,BAYBEE LOUNGE DAYCARE CORP.,2802-2808,FULTON STREET,BROOKLYN,11207,"2802-2808 FULTON STREET,BROOKLYN 11207",OK,2802-2808 FULTON STREET,BROOKLYN,11207,305,BK3,40.678094,-73.891193,3039470022,718-513-0179,12197,2/8/2024,Permitted,0 YEARS - 2 YEARS,18,DC22424,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3397941,www.baybeeloungedaycare.com,2/7/2012,Y,20,17.4391,6,8.4034,0,4.9984,20,15.3835,6,2,34
BAYBEE LOUNGE DAYCARE CORP.,BAYBEE LOUNGE DAYCARE CORP.,2745,ATLANTIC AVENUE,BROOKLYN,11207,"2745 ATLANTIC AVENUE,BROOKLYN 11207",OK,2745 ATLANTIC AVENUE,BROOKLYN,11207,305,BK3,40.676183,-73.892876,3036740045,646-541-7125,8398,9/28/2023,Permitted,2 YEARS - 5 YEARS,25,DC21356,PRESCHOOL,GDC,Child Care - Pre School,3083398,www.baybeelounge.com,9/28/2011,Y,0,21.905,6,11.9769,0,6.1285,0,18.9541,5,1,17
BAYIS V'GAN DAY CARE PROGRAM,BAYIS V'GAN DAY CARE PROGRAM,1014,EAST 15 STREET,BROOKLYN,11230,"1014 EAST 15 STREET,BROOKLYN 11230",OK,1014 EAST   15 STREET,BROOKLYN,11230,314,BK5,40.62458,-73.961289,3067160012,718-377-0777,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC12116,PRESCHOOL,SBCC,School Based Child Care,3179959,,,,100,45.1817,2,8.0094,100,23.3017,100,35.2291,8,4,136
BAYRIDGE CHILD CARE CENTER,COLONY SOUTH BROOKLYN HOUSES INC.,322,44TH STREET,BROOKLYN,11220,"322 44TH STREET,BROOKLYN 11220",OK,322 44 STREET,BROOKLYN,11220,307,BK2,40.650615,-74.010397,3007370016,718-768-5030,55139,12/13/2023,Permitted,2 YEARS - 5 YEARS,60,DC25788,PRESCHOOL,GDC,Child Care - Pre School,3337172,www.colonysouth.org,12/13/2013,Y,0,21.905,14,11.9769,0,6.1285,0,18.9541,5,1,17
BBB DAYCARE INC.,BBB DAYCARE INC.,3844,FLATLANDS AVE,BROOKLYN,11234,"3844 FLATLANDS AVE,BROOKLYN 11234",OK,3844 FLATLANDS AVENUE,BROOKLYN,11234,318,BK3,40.6197,-73.937716,3078580046,347-587-7015,105159,5/19/2024,Permitted,2 YEARS - 5 YEARS,21,DC37179,PRESCHOOL,GDC,Child Care - Pre School,3219248,BBBDaycare.com,5/19/2020,Y,0,21.905,6,11.9769,0,6.1285,0,18.9541,5,1,17
BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,421,7TH STREET,BROOKLYN,11215,"421 7TH STREET,BROOKLYN 11215",OK,421 7 STREET,BROOKLYN,11215,306,BK2,40.6689,-73.982192,3009950072,718-965-8573,7724,6/7/2024,Permitted,2 YEARS - 5 YEARS,55,DC15159,PRESCHOOL,GDC,Child Care - Pre School,3332310,www.beansproutsnurseryschool.com,1/30/2007,Y,0,21.905,18,11.9769,0,6.1285,0,18.9541,5,1,17
BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,454-456,6 AVENUE,BROOKLYN,11215,"454-456 6 AVENUE,BROOKLYN 11215",OK,454-456 6 AVENUE,BROOKLYN,11215,306,BK2,40.667267,-73.984594,3010170043,718-965-8573,6170,10/4/2024,Permitted,2 YEARS - 5 YEARS,29,DC738,PRESCHOOL,GDC,Child Care - Pre School,3022629,www.beansproutsnurseryschool.com,4/24/2004,N,0,21.905,9,11.9769,0,6.1285,0,18.9541,5,1,17
BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,446,6TH AVENUE,BROOKLYN,11215,"446 6TH AVENUE,BROOKLYN 11215",OK,446 6 AVENUE,BROOKLYN,11215,306,BK2,40.667588,-73.984323,3010110048,718-965-8573,6062,7/8/2023,Permitted,2 YEARS - 5 YEARS,25,DC2013,PRESCHOOL,GDC,Child Care - Pre School,3022303,www.beansproutsnurseryschool.com,4/30/2003,N,0,21.905,27,11.9769,0,6.1285,0,18.9541,5,1,17
BEANSPROUTS,BEANSPROUTS INC. OF BROOKLYN,410,6 AVENUE,BROOKLYN,11215,"410 6 AVENUE,BROOKLYN 11215",OK,410 6 AVENUE,BROOKLYN,11215,306,BK2,40.668845,-73.983281,3009990041,718-965-8573,5215,5/23/2024,Permitted,2 YEARS - 5 YEARS,63,DC440,PRESCHOOL,GDC,Child Care - Pre School,3021910,beansproutsnurseryschool.com,10/20/1986,Y,0,21.905,23,11.9769,0,6.1285,0,18.9541,5,1,17
BEANSPROUTS DAY CAMP,BEANSPROUTS,339,8TH STREET,BROOKLYN,11215,"339 8TH STREET,BROOKLYN 11215",OK,339 8 STREET,BROOKLYN,11215,306,BK2,40.66896,-73.984078,3009990046,718-965-8573,89718,9/15/2023,Permitted,0 YEARS - 16 YEARS,72,DC32887,ALL AGE CAMP,Camp,Camp,3021911,www.beansproutsdaycamp.com,6/8/2015,N,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
BEANSPROUTS DAY CAMP,BEANSPROUTS,506,6TH AVENUE,BROOKLYN,11215,"506 6TH AVENUE,BROOKLYN 11215",OK,506 6 AVENUE,BROOKLYN,11215,306,BK2,40.665725,-73.985884,3010290045,718-965-8573,86537,9/15/2023,Permitted,0 YEARS - 16 YEARS,29,DC32890,ALL AGE CAMP,Camp,Camp,3023223,www.beansproutsdaycamp.com,4/28/2015,N,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
BEANSPROUTS DAY CAMP,BEANSPROUTS,421,7TH STREET,BROOKLYN,11215,"421 7TH STREET,BROOKLYN 11215",OK,421 7 STREET,BROOKLYN,11215,306,BK2,40.6689,-73.982192,3009950072,718-965-8573,89719,9/15/2023,Permitted,0 YEARS - 16 YEARS,60,DC32891,ALL AGE CAMP,Camp,Camp,3332310,www.beansproutsdaycamp.com,6/8/2015,N,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
BEANSPROUTS DAY CAMP,BEANSPROUTS,454-456,6 AVENUE,BROOKLYN,11215,"454-456 6 AVENUE,BROOKLYN 11215",OK,454-456 6 AVENUE,BROOKLYN,11215,306,BK2,40.667267,-73.984594,3010170043,718-965-8573,89717,9/15/2023,Permitted,0 YEARS - 16 YEARS,29,DC32888,ALL AGE CAMP,Camp,Camp,3022629,www.beansproutsdaycamp.com,6/8/2015,N,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
BEANSPROUTS DAY CAMP,BEANSPROUTS,410,6TH AVENUE,BROOKLYN,11215,"410 6TH AVENUE,BROOKLYN 11215",OK,410 6 AVENUE,BROOKLYN,11215,306,BK2,40.668845,-73.983281,3009990041,718-965-8573,67377,9/15/2023,Permitted,0 YEARS - 16 YEARS,66,DC31885,ALL AGE CAMP,Camp,Camp,3021910,,6/20/2014,N,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
BEANSPROUTS DAY CAMP,BEANSPROUTS INC. OF BROOKLYN,446,6 AVENUE,BROOKLYN,11215,"446 6 AVENUE,BROOKLYN 11215",OK,446 6 AVENUE,BROOKLYN,11215,306,BK2,40.667588,-73.984323,3010110048,718-965-8573,104162,9/15/2023,Permitted,0 YEARS - 16 YEARS,0,DC35880,ALL AGE CAMP,Camp,Camp,3022303,beansproutsdaycamp.com,7/19/2017,Y,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
BEANSPROUTS INC. OF BROOKLYN,BEANSPROUTS INC. OF BROOKLYN,339,8TH STREET,BROOKLYN,11215,"339 8TH STREET,BROOKLYN 11215",OK,339 8 STREET,BROOKLYN,11215,306,BK2,40.66896,-73.984078,3009990046,718-965-8573,5497,10/4/2024,Permitted,2 YEARS - 5 YEARS,60,DC473,PRESCHOOL,GDC,Child Care - Pre School,3021911,www.beansproutsnurseryschool.com,5/26/2004,N,0,21.905,31,11.9769,0,6.1285,0,18.9541,5,1,17
BEANSPROUTS INC. OF BROOKLYN,BEANSPROUTS INC. OF BROOKLYN,506,6TH AVENUE,BROOKLYN,11215,"506 6TH AVENUE,BROOKLYN 11215",OK,506 6 AVENUE,BROOKLYN,11215,306,BK2,40.665725,-73.985884,3010290045,718-965-8573,7158,9/29/2023,Permitted,2 YEARS - 5 YEARS,29,DC42,PRESCHOOL,GDC,Child Care - Pre School,3023223,www.beansproutsnurseryschool.c,1/22/2003,Y,0,21.905,6,11.9769,0,6.1285,0,18.9541,5,1,17
Beanstalk Academy,NYC Early Learning Company Inc,58,Belmont  Avenue,BROOKLYN,11212,"58 Belmont  Avenue,BROOKLYN 11212",OK,58 BELMONT AVENUE,BROOKLYN,11212,316,BK3,40.668741,-73.908183,3035260215,718-346-1064,104745,3/18/2023,Expired-In Renewal,2 YEARS - 5 YEARS,110,DC36606,PRESCHOOL,GDC,Child Care - Pre School,3081140,,3/18/2019,Y,20,21.905,9,11.9769,20,6.1285,20,18.9541,5,1,17
Beanstalk Academy,NYC Early Learning Company Inc.,58,Belmont  Avenue,BROOKLYN,11212,"58 Belmont  Avenue,BROOKLYN 11212",OK,58 BELMONT AVENUE,BROOKLYN,11212,316,BK3,40.668741,-73.908183,3035260215,718-346-1064,104826,5/22/2023,Permitted,0 YEARS - 2 YEARS,46,DC36611,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3081140,,5/22/2019,Y,50,17.4391,14,8.4034,25,4.9984,50,15.3835,6,2,34
BEANSTALK CHILD CARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",950,Westchester Avenue,BRONX,10459,"950 Westchester Avenue,BRONX 10459",OK,950 WESTCHESTER AVENUE,BRONX,10459,202,BX2,40.822388,-73.896326,2027037501,718-991-5465,104872,6/13/2023,Permitted,2 YEARS - 5 YEARS,108,DC36656,PRESCHOOL,GDC,Child Care - Pre School,2114693,,6/13/2019,Y,50,21.905,76,11.9769,0,6.1285,50,18.9541,5,1,17
BEANSTALK CHILD CARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",844,DEKALB AVENUE,BROOKLYN,11221,"844 DEKALB AVENUE,BROOKLYN 11221",OK,844 DEKALB AVENUE,BROOKLYN,11221,303,BK1,40.692423,-73.942155,3017820010,718-574-3710,104876,6/18/2023,Permitted,0 YEARS - 2 YEARS,51,DC36635,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3049690,,6/18/2019,Y,25,17.4391,19,8.4034,0,4.9984,25,15.3835,6,2,34
BEANSTALK CHILD CARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",844,Dekalb  Avenue,BROOKLYN,11221,"844 Dekalb  Avenue,BROOKLYN 11221",OK,844 DEKALB AVENUE,BROOKLYN,11221,303,BK1,40.692423,-73.942155,3017820010,718-574-3710,104875,6/18/2023,Permitted,2 YEARS - 5 YEARS,103,DC36628,PRESCHOOL,GDC,Child Care - Pre School,3049690,,6/18/2019,Y,25,21.905,14,11.9769,0,6.1285,25,18.9541,5,1,17
BEANSTALK CHILD CARE ACADEMY,NYC EARLY LEARNING COMPANY INC.,2734,VICTORY BOULEVARD,STATEN ISLAND,10314,"2734 VICTORY BOULEVARD,STATEN ISLAND 10314",OK,2734 VICTORY BOULEVARD,STATEN IS,10314,502,SI1,40.608983,-74.152684,5020850009,718-494-4448,105105,12/10/2023,Permitted,2 YEARS - 5 YEARS,40,DC37881,PRESCHOOL,GDC,Child Care - Pre School,5035098,,12/10/2019,Y,33.3333,21.905,3,11.9769,33.3333,6.1285,33.3333,18.9541,5,1,17
BEANSTALK CHILD CARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",950,WESTCHESTER AVENUE,BRONX,10459,"950 WESTCHESTER AVENUE,BRONX 10459",OK,950 WESTCHESTER AVENUE,BRONX,10459,202,BX2,40.822388,-73.896326,2027037501,718-991-5465,104871,6/13/2023,Permitted,0 YEARS - 2 YEARS,50,DC36660,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2114693,,6/13/2019,Y,80,17.4391,69,8.4034,20,4.9984,80,15.3835,6,2,34
BEANSTALK CHILD CARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",1465,WEBSTER AVENUE,BRONX,10456,"1465 WEBSTER AVENUE,BRONX 10456",OK,1465 WEBSTER AVENUE,BRONX,10456,204,BX1,40.838134,-73.906222,2028870100,718-681-7040,104883,6/21/2023,Permitted,2 YEARS - 5 YEARS,105,DC36637,PRESCHOOL,GDC,Child Care - Pre School,2113137,,6/21/2019,Y,66.6667,21.905,21,11.9769,16.6667,6.1285,66.6667,18.9541,5,1,17
BEANSTALK CHILD CARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",1465,Webster  Avenue,BRONX,10456,"1465 Webster  Avenue,BRONX 10456",OK,1465 WEBSTER AVENUE,BRONX,10456,204,BX1,40.838134,-73.906222,2028870100,718-681-7040,104902,6/28/2023,Permitted,0 YEARS - 2 YEARS,47,DC36639,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2113137,,6/28/2019,Y,60,17.4391,16,8.4034,20,4.9984,60,15.3835,6,2,34
BEANSTALK CHILD CARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC.'",2734,Victory Boulevard,STATEN ISLAND,10314,"2734 Victory Boulevard,STATEN ISLAND 10314",OK,2734 VICTORY BOULEVARD,STATEN IS,10314,502,SI1,40.608983,-74.152684,5020850009,718-494-4448,105106,12/10/2023,Permitted,0 YEARS - 2 YEARS,18,DC38269,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,5035098,,12/10/2019,Y,33.3333,17.4391,3,8.4034,33.3333,4.9984,33.3333,15.3835,6,2,34
BEANSTALK CHILD CARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",1362,JEROME AVENUE,BRONX,10452,"1362 JEROME AVENUE,BRONX 10452",OK,1362 JEROME AVENUE,BRONX,10452,204,BX1,40.839392,-73.918284,2028410005,718-590-4615,104984,8/1/2023,Permitted,2 YEARS - 5 YEARS,109,DC36629,PRESCHOOL,GDC,Child Care - Pre School,2127533,,8/1/2019,Y,25,21.905,29,11.9769,0,6.1285,25,18.9541,5,1,17
BEANSTALK CHILDCARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC.",2901,WHITE PLAINS ROAD,BRONX,10467,"2901 WHITE PLAINS ROAD,BRONX 10467",OK,2901 WHITE PLAINS ROAD,BRONX,10467,211,BX2,40.868024,-73.867283,2045420001,718-653-3714,105015,8/26/2023,Permitted,0 YEARS - 2 YEARS,28,DC36645,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2054713,,8/26/2019,Y,50,17.4391,10,8.4034,25,4.9984,50,15.3835,6,2,34
BEANSTALK CHILDCARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",2901,White Plains Road,BRONX,10467,"2901 White Plains Road,BRONX 10467",OK,2901 WHITE PLAINS ROAD,BRONX,10467,211,BX2,40.868024,-73.867283,2045420001,718-653-3714,105042,9/13/2023,Permitted,2 YEARS - 5 YEARS,136,DC36648,PRESCHOOL,GDC,Child Care - Pre School,2054713,,9/13/2019,Y,25,21.905,38,11.9769,0,6.1285,25,18.9541,5,1,17
BEANSTALK CHILDCARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",1334,Louis Nine Boulevard,BRONX,10459,"1334 Louis Nine Boulevard,BRONX 10459",OK,1334 LOUIS NINE BOULEVARD,BRONX,10459,203,BX1,40.831535,-73.892337,2029767501,718-991-2119,105048,9/19/2023,Permitted,2 YEARS - 5 YEARS,174,DC36646,PRESCHOOL,GDC,Child Care - Pre School,2118405,,9/19/2019,Y,20,21.905,37,11.9769,0,6.1285,20,18.9541,5,1,17
BEANSTALK CHILDCARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",3942,White Plains Road,BRONX,10466,"3942 White Plains Road,BRONX 10466",OK,3942 WHITE PLAINS ROAD,BRONX,10466,212,BX2,40.886856,-73.860982,2048370051,718-589-6101,104994,8/7/2023,Permitted,2 YEARS - 5 YEARS,132,DC36650,PRESCHOOL,GDC,Child Care - Pre School,2063371,,8/7/2019,Y,50,21.905,16,11.9769,0,6.1285,50,18.9541,5,1,17
BEANSTALK CHILDCARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",1362,JEROME AVENUE,BRONX,10452,"1362 JEROME AVENUE,BRONX 10452",OK,1362 JEROME AVENUE,BRONX,10452,204,BX1,40.839392,-73.918284,2028410005,718-590-4615,104983,8/1/2023,Permitted,0 YEARS - 2 YEARS,28,DC36630,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2127533,,8/1/2019,Y,50,17.4391,20,8.4034,25,4.9984,50,15.3835,6,2,34
BEANSTALK CHILDCARE ACADEMY,"NYC EARLY LEARNING COMPANY, INC",3942,White Plains Road,BRONX,10466,"3942 White Plains Road,BRONX 10466",OK,3942 WHITE PLAINS ROAD,BRONX,10466,212,BX2,40.886856,-73.860982,2048370051,718-589-6101,104999,8/12/2023,Permitted,0 YEARS - 2 YEARS,39,DC36647,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2063371,,8/12/2019,Y,25,17.4391,8,8.4034,0,4.9984,25,15.3835,6,2,34
Beanstalk Childcare Academy,"NYC Early Learning Company, Inc",1334,LOUIS NINE BOULEVARD,BRONX,10459,"1334 LOUIS NINE BOULEVARD,BRONX 10459",OK,1334 LOUIS NINE BOULEVARD,BRONX,10459,203,BX1,40.831535,-73.892337,2029767501,718-991-2119,104823,5/15/2023,Permitted,0 YEARS - 2 YEARS,61,DC36634,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2118405,,5/15/2019,Y,0,17.4391,18,8.4034,0,4.9984,0,15.3835,6,2,34
"BEAUTIFUL MINDS CHILDCARE, INC.","BEAUTIFUL MINDS CHILDCARE, INC.",6202,MYRTLE AVE,QUEENS,11385,"6202 MYRTLE AVE,QUEENS 11385",OK,6202 MYRTLE AVENUE,QUEENS,11385,405,QN2,40.700894,-73.893211,4035930001,347-987-3270,104906,6/28/2023,Permitted,2 YEARS - 5 YEARS,64,DC37820,PRESCHOOL,GDC,Child Care - Pre School,4437849,www.BeautifulMindsNYC.com,6/28/2019,Y,0,21.905,10,11.9769,0,6.1285,0,18.9541,5,1,17
"BED STUY KIDS, INC.","BED STUY KIDS, INC.",260,Jefferson   Avenue,BROOKLYN,11216,"260 Jefferson   Avenue,BROOKLYN 11216",OK,260 JEFFERSON AVENUE,BROOKLYN,11216,303,BK1,40.683552,-73.94764,3018330038,347-325-4024,105560,9/10/2023,Permitted,2 YEARS - 5 YEARS,71,DC36280,PRESCHOOL,GDC,Child Care - Pre School,3052305,,9/13/2019,N,50,21.905,4,11.9769,0,6.1285,50,18.9541,5,1,17
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",133,KINGSBOROUGH  1ST WALK,BROOKLYN,11233,"133 KINGSBOROUGH  1ST WALK,BROOKLYN 11233",OK,133 KINGSBOROUGH    1 WALK,BROOKLYN,11233,308,BK3,40.675367,-73.927198,3013440001,718-453-0828,4348,12/2/2022,Expired-In Renewal,2 YEARS - 5 YEARS,34,DC169,PRESCHOOL,GDC,Child Care - Pre School,3324601,,12/2/2004,N,16.6667,21.905,3,11.9769,0,6.1285,16.6667,18.9541,5,1,17
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT, INC.",813,HANCOCK STREET,BROOKLYN,11233,"813 HANCOCK STREET,BROOKLYN 11233",OK,813 HANCOCK STREET,BROOKLYN,11233,303,BK1,40.68569,-73.922665,3014870074,718-455-5565,54541,11/26/2023,Permitted,2 YEARS - 5 YEARS,215,DC26008,PRESCHOOL,GDC,Child Care - Pre School,3039902,,11/26/2013,Y,0,21.905,22,11.9769,0,6.1285,0,18.9541,5,1,17
BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",5,QUINCY STREET,BROOKLYN,11238,"5 QUINCY STREET,BROOKLYN 11238",OK,5 QUINCY STREET,BROOKLYN,11238,302,BK2,40.685789,-73.960911,3019690030,718-453-0788,5170,12/3/2022,Expired-In Renewal,2 YEARS - 5 YEARS,120,DC174,PRESCHOOL,GDC,Child Care - Pre School,3056376,www.bsecdc.org,8/22/2002,N,40,21.905,16,11.9769,0,6.1285,40,18.9541,5,1,17
"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.",262,LEXINGTON AVENUE,BROOKLYN,11216,"262 LEXINGTON AVENUE,BROOKLYN 11216",OK,262 LEXINGTON AVENUE,BROOKLYN,11216,303,BK1,40.687597,-73.951574,3018020051,718-453-0760,4297,3/25/2023,Expired-In Renewal,2 YEARS - 5 YEARS,57,DC170,PRESCHOOL,GDC,Child Care - Pre School,3050588,,3/25/2005,N,33.3333,21.905,6,11.9769,0,6.1285,33.3333,18.9541,5,1,17
"BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER, INC.","BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER,INC",214,STUYVESANT AVENUE,BROOKLYN,11221,"214 STUYVESANT AVENUE,BROOKLYN 11221",OK,214 STUYVESANT AVENUE,BROOKLYN,11221,303,BK1,40.687985,-73.933065,3016350041,718-453-0695,5474,4/6/2023,Expired-In Renewal,2 YEARS - 5 YEARS,37,DC171,PRESCHOOL,GDC,Child Care - Pre School,3044631,www.bsecdc.org,10/29/2002,N,0,21.905,10,11.9769,0,6.1285,0,18.9541,5,1,17
BEDFORD STUYVESSANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,BEDFORD STUYVESANT EARLY CHILDHOOD DEVELOPMENT CENTER INC.,510-522,QUINCY STREET,BROOKLYN,11221,"510-522 QUINCY STREET,BROOKLYN 11221",OK,510-522 QUINCY STREET,BROOKLYN,11221,303,BK1,40.688127,-73.94045,3018110019,718-455-4806,7491,11/21/2023,Permitted,2 YEARS - 5 YEARS,105,DC14775,PRESCHOOL,GDC,Child Care - Pre School,3051048,,11/21/2005,Y,75,21.905,14,11.9769,25,6.1285,75,18.9541,5,1,17
BEDFORD-STUYVESANT YMCA DAY CAMP,YOUNG MEN'S CHRISTIAN ADDOCIATION OF GREATER NEW YORK,1121,Bedford Avenue,BROOKLYN,11216,"1121 Bedford Avenue,BROOKLYN 11216",OK,1121 BEDFORD AVENUE,BROOKLYN,11216,303,BK1,40.685306,-73.954287,3018120001,212-912-2284,34186,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,420,DC23768,ALL AGE CAMP,Camp,Camp,3329680,www.ymcanyc/bedstuy,6/17/2013,N,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
BEDROCK PRESCHOOL,BEDROCK AT COBBLE HILL INC.,3220,ARLINGTON AVENUE,BRONX,10463,"3220 ARLINGTON AVENUE,BRONX 10463",OK,3220 ARLINGTON AVENUE,BRONX,10463,208,BX1,40.884593,-73.912312,2057887501,718-884-0020,8383,8/31/2023,Permitted,0 YEARS - 2 YEARS,28,DC20320,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2109355,www.BedRockPreschool.com,8/31/2011,Y,20,17.4391,8,8.4034,0,4.9984,20,15.3835,6,2,34
BEDROCK PRESCHOOL (P/S),BEDROCK AT COBBLE HILL INC.,3220,ARLINGTON AVENUE,BRONX,10463,"3220 ARLINGTON AVENUE,BRONX 10463",OK,3220 ARLINGTON AVENUE,BRONX,10463,208,BX1,40.884593,-73.912312,2057887501,718-884-0020,8384,8/31/2023,Permitted,2 YEARS - 5 YEARS,120,DC19580,PRESCHOOL,GDC,Child Care - Pre School,2109355,www.bedrockpreschool.com,8/31/2011,Y,60,21.905,19,11.9769,0,6.1285,60,18.9541,5,1,17
BE'ER HAGOLAH INSTITUTE,THE CENTER FOR RUSSIAN JEWRY-BE'ER HAGOLAH INSTITUTE,671,LOUISIANA AVENUE,BROOKLYN,11239,"671 LOUISIANA AVENUE,BROOKLYN 11239",OK,671 LOUISIANA AVENUE,BROOKLYN,11239,305,BK3,40.645638,-73.883643,3044520080,718-642-6800,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC11683,PRESCHOOL,SBCC,School Based Child Care,3339160,,,,50,45.1817,0,8.0094,50,23.3017,50,35.2291,8,4,136
BEER MIRIAM,Beer Miriam,275,MARCUS GARVEY BOULEVARD,BROOKLYN,11221,"275 MARCUS GARVEY BOULEVARD,BROOKLYN 11221",OK,275 MARCUS GARVEY BOULEVARD,BROOKLYN,11221,303,BK1,40.688118,-73.939051,3016290001,718-388-0885,104501,7/6/2117,Active,3 YEARS - 5 YEARS,0,DC36652,PRESCHOOL,SBCC,School Based Child Care,3325012,,,,,,5,8.0094,,,,,8,4,136
BEGINNING STEPS DAY CARE,"BEGINNING STEPS INFANT DAY CARE, LLC.",21,SNYDER AVENUE,BROOKLYN,11226,"21 SNYDER AVENUE,BROOKLYN 11226",OK,21 SNYDER AVENUE,BROOKLYN,11226,314,BK5,40.648574,-73.957531,3051030008,718-940-7700,64597,5/19/2024,Permitted,0 YEARS - 2 YEARS,40,DC25731,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3117220,,5/19/2014,Y,40,17.4391,14,8.4034,0,4.9984,40,15.3835,6,2,34
